16, 0, 0.000000, PASS
32, 0, 0.000000, PASS
48, 0, 0.000000, PASS
64, 0, 0.000000, PASS
80, 0, 0.000000, PASS
96, 0, 0.000000, PASS
112, 0, 0.000000, PASS
128, 0, 0.000000, PASS
144, 0, 0.000000, PASS
160, 0, 0.000000, PASS
176, 0, 0.000000, PASS
192, 0, 0.000000, PASS
208, 0, 0.000000, PASS
224, 0, 0.000000, PASS
240, 0, 0.000000, PASS
256, 0, 0.000000, PASS
272, 0, 0.000000, PASS
288, 0, 0.000000, PASS
304, 0, 0.000000, PASS
320, 0, 0.000000, PASS
336, 0, 0.000000, PASS
352, 0, 0.000000, PASS
368, 0, 0.000000, PASS
384, 0, 0.000000, PASS
400, 0, 0.000000, PASS
416, 0, 0.000000, PASS
432, 0, 0.000000, PASS
448, 0, 0.000000, PASS
464, 0, 0.000000, PASS
480, 0, 0.000000, PASS
496, 0, 0.000000, PASS
512, 0, 0.000000, PASS
528, 0, 0.000000, PASS
544, 0, 0.000000, PASS
560, 0, 0.000000, PASS
576, 0, 0.000000, PASS
592, 0, 0.000000, PASS
608, 0, 0.000000, PASS
624, 0, 0.000000, PASS
640, 0, 0.000000, PASS
656, 0, 0.000000, PASS
672, 0, 0.000000, PASS
688, 0, 0.000000, PASS
704, 0, 0.000000, PASS
720, 0, 0.000000, PASS
736, 0, 0.000000, PASS
752, 0, 0.000000, PASS
768, 0, 0.000000, PASS
784, 0, 0.000000, PASS
800, 0, 0.000000, PASS
816, 0, 0.000000, PASS
832, 0, 0.000000, PASS
848, 0, 0.000000, PASS
864, 0, 0.000000, PASS
880, 0, 0.000000, PASS
896, 0, 0.000000, PASS
912, 0, 0.000000, PASS
928, 0, 0.000000, PASS
944, 0, 0.000000, PASS
960, 0, 0.000000, PASS
976, 0, 0.000000, PASS
992, 0, 0.000000, PASS
1008, 0, 0.000000, PASS
1024, 0, 0.000000, PASS
1040, 0, 0.000000, PASS
1056, 0, 0.000000, PASS
1072, 0, 0.000000, PASS
1088, 0, 0.000000, PASS
1104, 0, 0.000000, PASS
1120, 0, 0.000000, PASS
1136, 0, 0.000000, PASS
1152, 0, 0.000000, PASS
1168, 0, 0.000000, PASS
1184, 0, 0.000000, PASS
1200, 0, 0.000000, PASS
1216, 0, 0.000000, PASS
1232, 0, 0.000000, PASS
1248, 0, 0.000000, PASS
1264, 0, 0.000000, PASS
1280, 0, 0.000000, PASS
1296, 0, 0.000000, PASS
1312, 0, 0.000000, PASS
1328, 0, 0.000000, PASS
1344, 0, 0.000000, PASS
1360, 0, 0.000000, PASS
1376, 0, 0.000000, PASS
1392, 0, 0.000000, PASS
1408, 0, 0.000000, PASS
1424, 0, 0.000000, PASS
1440, 0, 0.000000, PASS
1456, 0, 0.000000, PASS
1472, 0, 0.000000, PASS
1488, 0, 0.000000, PASS
1504, 0, 0.000000, PASS
1520, 0, 0.000000, PASS
